name,N,board_1,board_2,solution,score,tier,is_solved
puzzle_12147,8,AAAABBBBACDDBBBBACCDDDBBCCCCCDDBEEEEFFFFEGHHFFFFEGGHHHFFGGGGGHHF,AAAAAAAABBCCCAADBBBCDDDDBBCCDDDDEEEEEEEEFFGGGEEHFFFGHHHHFFGGHHHH,.......xx............x.....x.....x..........x.....x...........x.,3210,symmetric (translate x translate),False
puzzle_476,8,AABBCCDDAAABCCCDAAABCCCDEEEBFFFDEEBBFFDDEGGGFHHHEGGGFHHHEGGGFHHH,AABBCCDDAABBCCDDABBBCDDDAEEBCFFDEEEBFFFDEEEGFFFHEEEGFFFHGGGGHHHH,..x..........x..x..............x.x.........x..........x.....x...,3150,symmetric (translate x translate),False
puzzle_59681,8,AAAABBBBACCABDDBCCCADDDBCECADFDBEEEAFFFBGEEEHFFFGGGEHHHFGGGGHHHH,AAAABBBBCAAADBBBCAAADBBBCEEEDFFFCGGEDHHFCCGEDDHFCCGEDDHFGGGEHHHF,.x...........x..x..............x....x.....x...........x....x....,3051,symmetric (translate x translate),False
puzzle_33166,8,AABBCCDDAABBCCDDEABBFCDDEAABFCCDEAAAFCCCEEAGFFCHGGGGHHHHGGGGHHHH,AABBCCDDABBBCDDDAABBCCDDEBBFGDDHEBFFGDHHEFFFGHHHEEFFGGHHEEEEGGGG,.....x.........xx..........x.....x..........x.........x...x.....,3028,symmetric (translate x translate),False
puzzle_9727,8,AAABBCCDABBBCCCDAAABCCCDAAABCDDDEEEFFGGHEFFFGGGHEEEFGGGHEEEFGHHH,AABBCCCCAAABCCCCAABBCCDDBBBBCDDDEEFFGGGGEEEFGGGGEEFFGGHHFFFFGHHH,.....x....x............x.x.........x....x...........x.........x.,3001,symmetric (translate x translate),False
puzzle_84876,8,AAABCCCDAAEBCCFDAAEBCCFDAEEBCFFDAEEBCFFDAEEBCFFDGGGBHHHDGGGGHHHH,AAABCCCDAABBCCDDAEBFCGDHEEBFGGDHEBBFGDDHEEFFGGHHEEFFGGHHFFFFHHHH,......x....x....x..............x.....x...x..........x.....x.....,2906,symmetric (translate x translate),False
puzzle_79698,8,AABBCCDDEABBFCDDEAABFCCDEEAAFFCCEEEAFFFCEGGGFHHHEEGGFFHHEGGGFHHH,AAAABBBBAACCBBDDAACCBBDDACCCBDDDEFFFGHHHEFFFGHHHEEEFGGGHEEEFGGGH,.....x....x............xx..........x..........x.....x....x......,2650,symmetric (translate x translate),False
puzzle_31510,8,ABBBCDDDAABBCCDDAABBCCDDAEEECFFFAGEECHFFGGEEHHFFGGEEHHFFGGGGHHHH,AABBCCDDAABBCCDDAEEBCFFDEEBBFFDDEEGBFFHDEGGGFHHHEGEGFHFHEEEGFFFH,.....x...x.........x..........x.....x.....x.....x..............x,2228,symmetric (translate x translate),False
puzzle_52491,8,ABBBCCCCABBBCCCCAAAACDDDAAACCDDDEFFFGGGGEFFFGGGGEEEEGHHHEEEGGHHH,AAAABCCCADABBBBCDDDDBBBCDDDDDBBCEEEEFGGGEHEFFFFGHHHHFFFGHHHHHFFG,x..........x...........x....x.........x...x..........x...x......,2105,symmetric (translate x translate),False
puzzle_96456,8,AAAAABBBCCCAABBBCCCDAABBCCCDDDDDEEEEEFFFGGGEEFFFGGGHEEFFGGGHHHHH,AAABBCCCADAABBBCADDAABBCDDDDDBBBEEEFFGGGEHEEFFFGEHHEEFFGHHHHHFFF,......x.....x...x..........x.....x.............x..x..........x..,2008,symmetric (translate x translate),False
puzzle_15705,8,AAAABBBBAAAABBBBCCDDEEFFCCDDEEFFCCDDEEFFCGDGEHFHCGGGEHHHGGGGHHHH,AABBCCDDAABBCCDDAAABCCCDEAAFGCCHEAEFGCGHEEEFGGGHEEEFGGGHEFFFGHHH,...x..........x.....x.....x............xx............x...x......,1920,symmetric (translate x translate),False
puzzle_18958,8,AAAAAAABCCADDDBBCCADDDBBCCCDDDBBEEEEEEEFGGEHHHFFGGEHHHFFGGGHHHFF,AAAAABBBAACCCBBBAACCCDDBACCDDDDDEEEEEFFFEEGGGFFFEEGGGHHFEGGHHHHH,.......x..x.....x..........x.........x...x..........x.........x.,1920,symmetric (translate x translate),False
puzzle_75834,8,ABBBCDDDAABBCCDDAABBCCDDAEFFCGHHAEEFCGGHAEFFCGHHEEEFGGGHFFFFHHHH,AABBCCDDAAABCCCDAAABCCCDEABBFCDDEABBFCDDEAGGFCHHEGGGFHHHEGGGFHHH,.....x.....x.....x..........x.........x...x.....x..............x,1798,symmetric (translate x translate),False
puzzle_54709,8,AAAABBBCDDAABBBCDDAAACCCDDDACCCCEEEEFFFGHHEEFFFGHHEEEGGGHHHEGGGG,AABCCDDDAABBCDDDABBCCCCCBBBBBBCCEEFGGHHHEEFFGHHHEFFGGGGGFFFFFFGG,...x..........x.x...........x....x...........x.........x..x.....,1785,symmetric (translate x translate),False
puzzle_31928,8,AAAAAABBCDDDDABBCCCDDDDBCCCDDBBBEEEEEEFFGHHHHEFFGGGHHHHFGGGHHFFF,AAABBBBBAAABBBBBCCCBBDDDCCCCCDDDEEEFFFFFEEEFFFFFGGGFFHHHGGGGGHHH,.....x..x..............x...x.....x..........x.....x...........x.,1554,symmetric (translate x translate),False
puzzle_18686,8,AABBCCCCAABCCDDDAABBCDDDABBDDDDDEEFFGGGGEEFGGHHHEEFFGHHHEFFHHHHH,AABBBBCCAABBCCCCAABDDDDDAADDDDDDEEFFFFGGEEFFGGGGEEFHHHHHEEHHHHHH,.....x.........x...x....x.........x.........x....x............x.,1550,symmetric (translate x translate),False
puzzle_7562,8,AAABBCCCAADDBBCCDDDDDBCCDDDDDBBCEEEFFGGGEEHHFFGGHHHHHFGGHHHHHFFG,AAAAAABBACCAADBBCCCDDDBBCCCCBBBBEEEEEEFFEGGEEHFFGGGHHHFFGGGGFFFF,......x.x............x....x.........x....x.........x...........x,1298,symmetric (translate x translate),False
puzzle_64649,8,AAAAABBBCCADADBBCCADDDDBCCCCCDDDEEEEEFFFGGEHEHFFGGEHHHHFGGGGGHHH,AABCCCCCAABBCCCDAABBCDDDABBBBDDDEEFGGGGGEEFFGGGHEEFFGHHHEFFFFHHH,....x..........x...x....x.........x...........x..x...........x..,1180,symmetric (translate x translate),False
puzzle_21550,8,AAAAABBBAAACCCBBAACCCCCCADDDDDDDEEEEEFFFEEEGGGFFEEGGGGGGEHHHHHHH,AAABBBBBAAABBCCDAAACCCDDCCCCDDDDEEEFFFFFEEEFFGGHEEEGGGHHGGGGHHHH,.....x..x..............x.x.........x..........x...x.........x...,1160,symmetric (translate x translate),False
puzzle_93485,8,AAAABBBCDAAAABCCDDAAABCCDDDBBBCCEEEEFFFGHEEEEFGGHHEEEFGGHHHFFFGG,AAAAABBBAAACDBBBAACCDDBBCCCCDDDBEEEEEFFFEEEGHFFFEEGGHHFFGGGGHHHF,.......x....x....x.........x.........x..x.........x...........x.,1055,symmetric (translate x translate),False
puzzle_58236,8,AAAAABBBAAAACCBDACCCCCCDACCDDDDDEEEEEFFFEEEEGGFHEGGGGGGHEGGHHHHH,AAAAAAAAABCCCCCCBBCBBBDDBBBBDDDDEEEEEEEEEFGGGGGGFFGFFFHHFFFFHHHH,.....x.....x...........x..x.....x.............x..x..........x...,1018,symmetric (translate x translate),False
puzzle_9480,8,AABBCCDDAABBCCDDAAABCCCDAAABCCDDEEFFGGHHEEFFGGHHEEEFGGGHEEEFGGHH,AABCCDDDAABCCDDDABBBCCCDBBBBBBBDEEFGGHHHEEFGGHHHEFFFGGGHFFFFFFFH,......x..x...........x.....x....x.........x.........x..........x,860,symmetric (translate x translate),False
puzzle_73397,8,AAAAABBBCCCAABBBCCCCADDDCCCDDDDDEEEEEFFFGGGEEFFFGGGGEHHHGGGHHHHH,AAAABBBCAAAABBBCADACCCCCDDDDDDCCEEEEFFFGEEEEFFFGEHEGGGGGHHHHHHGG,..x..........x...x............x.....x..........xx..........x....,750,symmetric (translate x translate),False
puzzle_319,8,AAAAABBBAAAAABBBACDDDDDDCCCCCCDDEEEEEFFFEEEEEFFFEGHHHHHHGGGGGGHH,ABBBBBBBABCCCCBBAAACCCBDAAADDDDDEFFFFFFFEFGGGGFFEEEGGGFHEEEHHHHH,.x...........x....x.........x.........x....x...........xx.......,676,symmetric (translate x translate),False
puzzle_41132,8,AAAAABBBCAAAABBBCCCDDBBBCCCCDDDBEEEEEFFFGEEEEFFFGGGHHFFFGGGGHHHF,AAABCDDDAAABCCCDBBBBCCCDBBBBCCCDEEEFGHHHEEEFGGGHFFFFGGGHFFFFGGGH,......x...x.........x....x.........x....x..............x.....x..,668,symmetric (translate x translate),False
puzzle_24990,8,ABBCCCCCAABBBCCCAABBDDDCABBBDDDCEFFGGGGGEEFFFGGGEEFFHHHGEFFFHHHG,AAAAABBCADDBBBBCADDBBCCCDDDDBCCCEEEEEFFGEHHFFFFGEHHFFGGGHHHHFGGG,..x............x.x..........x.........x.x............x.....x....,540,symmetric (translate x translate),False
puzzle_99715,8,AABBCCDDAABBCCDDEABBFCDDEAAGFCCHEAGGFCHHEGGGFHHHEGGGFHHHEEGGFFHH,AABBCCDDABBBCDDDABBECDDFAEEECFFFAEEECFFFGGEEHHFFGGGEHHHFGGGGHHHH,.....x.....x..........x...x.....x..............x.x..........x...,320,symmetric (translate x translate),False
puzzle_96388,8,AABBBBBBAAAACBBDAACCCBBDACCCCDDDEEFFFFFFEEEEGFFHEEGGGFFHEGGGGHHH,AAAABBBBAAAABBCCDDAABBCCDDAABCCCEEEEFFFFEEEEFFGGHHEEFFGGHHEEFGGG,.....x.........x...x....x.........x.........x....x............x.,58,symmetric (translate x translate),False
puzzle_46646,12,AAABBBBBBCCCAAABBBBDDDCCAAABBBDDDDCCEAABDDDDDDCCEEFFFDDDGDDCEEFFHHHHGDDCFFFFHHHGGGGIFFJJJHIGGGIIFFJJJHIIIIIIKJJJJKKKIIIIKKKKJKKLLLLLKKKKKKKKLLLL,AABBBBCCCCCCAABBBBCCCCCCAADBBCCCCCCCAADEECCCCCCCADDEECCCCFCCDDDEEEGGFFHHDDDDDGGFFFHHDDDDDGGGGFHHIIIIDGGGGGHHIIIIJJJKKLLLIIIJJJJJLLLLIIIJJJJJLLLL,...x...................x..x.........x....................x.......x................x.......x......x.................x........x...............x...,9785,12x12,False
puzzle_24772,12,AAABBBBCCCDDAAABBBBCCDDDABABBBBCEDFDBBABEEEEEDFFBBABEEEEEFFFGBBBBBEEEFHFGGBIBJJEEFHFIIIIIJJJHHHFKKIIJJJJHHHFKKKIKJHHHHFFKKKKKKKHHHHFKKKKKKLLLHHF,AAAAABBCCDDDAEAABBBBCCCDAEEABBBBCCDDFEEEEEBCCCGDFEEEEEEEECGDFEEEHEEEEGGDFFEHHEEEEGGGFFFHIEIIJGGGFHHHIIIIJJGGFHHKKIIJJJGJKKKKKKLJJJJJKKKKKLLJJJJJ,.x.................x...............x........x.............x...x.........x..............x.............x...............x......x.............x.....,6060,12x12,False
puzzle_12575,12,ABBBBBBBBCCCAAABBBDDCCCCEAAABBDFFGGCEEABBDDFFGGGAAAADDFFFFGGAAAAADFFHFGGAAAAADHHHIGGAJJAJHHHHIGGKJJJJJLLIIGGKKKJJJLLLIGGKKJJLLLLLIGGKKKKLLLLLIGG,ABBBBBCCCCCCABBBBBBCCCCDAAABBBEEECCCAFGHBBHEECCCAFGHHBHEEEEIFFGHHHHHEEEIFFGGHJHJEIIIFFGGGJHJJJIIFKKGGJJJIIIIFKKKJJJJILIIFKFFJJLLLLIIFFFFJJJLLLII,....x..................xx.....................x.........x........x........x................x.............x.....x..............x......x..........,4030,12x12,False
puzzle_2340,8,AABBBBBCABBDDDBCAAAEDDDCAAEEEDDCFFEEEGCCFHHHEGGCFFHHHGGCFFFHHGGG,AAABBBBBAAACCCDBEAACCDDBEECCCDDBEEEFFDDDEEFFFFGGHHHHFFGGHHHHGGGG,.x............x.....x..........x...x....x.........x..........x..,0,8x8 equal area,False
puzzle_3007,8,AAAABBBBAAACBBBBADCCCEEEDDDCCEEEDDCCFGEEDFFFFGGGDFHHHHGGFFHHHHGG,AABBBBCCADBBBBCCADDDDCCCAADDDEECAFGGGEEEAFGGGEEEFFFGGHHHFFFHHHHH,.x...........x....x............x....x.........x.x..........x....,0,8x8 equal area,False
puzzle_3016,8,AAAABBCCAADDBBBCAADDBBCCEDDDFBFCEEDFFFFCEEEEFFGCHHHEGGGGHHHHHGGG,AAAABBBBCCAADBBBCCAADBEFCCDDDDEFCCGGDDEFGGGEEEEFGGHHEHFFGHHHHHFF,..x..........x.........x.x..........x.........x....x....x.......,0,8x8 equal area,False
puzzle_3992,8,AAAAAABBAACDDDDBCCCCDDDBCEECCFDBEEEFFFFBEEGFFFBBEGGGHHHHGGGGHHHH,AABBBBBBAABCCCDBAAECCCDFAAECCDDFGGEEEDDFGGEEEDDFGGHHHHFFGGHHHHFF,..x...........x....x.....x..........x..........x.....x..x.......,0,8x8 equal area,False
puzzle_6324,8,AABBCCCCAABBCCCCABBBDEEEADBDDEEEADDDFFEEADFFFFFFGGGGHHHHGGGGHHHH,AABBBCCCAABBBCCCDAAEBFFCDAAEBFFCDDEEFFFGDEEEHFGGDDHEHGGGDHHHHHGG,....x...x..........x...........x.x...........x....x...........x.,0,8x8 equal area,False
puzzle_6722,8,AAAAABBBAAACCBBBDEECCFFBDEECCFFBDECCFFGGDEEEFFGGDDHHHHGGDDHHHHGG,AABBBCCCAABBBCCCAADBECFFAADBECFFGGDEEEFFGGDEEEFFGGDDHHHHGGDDHHHH,.x..........x..........x.....x..x..........x..........x...x.....,0,8x8 equal area,False
puzzle_7705,8,ABBBBBBCABDDDDBCADDDECCCAADEECCCAEEEEFGGAEHFFFGGAHHFFFGGHHHHHFGG,AABCCCCCAABBBCCCAABBDDDEAABBDDEEFFGDDDEEFFGGGEEEFFGGGHHHFFGHHHHH,....x...x..........x...........x.....x...x............x...x.....,0,8x8 equal area,False
puzzle_7907,8,AAABBBBBAAAAABBBCCDEEEEECCDDDEEECCCFDDGGHHCFFDGGHHHFFDGGHHHFFFGG,AABBCCCCAABBBCCCAABBBDDCAAEEEDDDFFEEGDDDFFEEGGGGFFEHHGHGFFHHHHHG,....x.....x.....x..............x...x.........x...x............x.,0,8x8 equal area,False
puzzle_8184,8,AAABBBBBAAABCCBBDAADCCCEDDDDCCCEFDDEEEEEFFGGGEHHFFGGGHHHFFFGGHHH,ABBBBBCCABBBDDCCADDDDECCADDEEECCAFEEEGHHAFEGGGHHAFFFGGHHAFFFGGHH,.....x..x.............x..x.........x...........x....x.....x.....,0,8x8 equal area,False
puzzle_8837,8,AAAAABBBACCAABBBCCCDDBEECCCDDBEEFFFFDDEEFFFFDGEEHHHHDGGGHHHHGGGG,AABBBCCCAAABBDCCAAABBDDCEEEEBDDCEEEEDDFCGGGHDFFFGGGHHHFFGGHHHHFF,....x....x...........x.....x...........xx.............x...x.....,0,8x8 equal area,False
puzzle_11518,8,AAAABBBBACCCBBBBACCCCDDDACEEEDDFAGEEEDDFGGEHHDFFGGEHHHFFGGGHHHFF,AAABBBBCAABBBCCCAAABDCCCDDDDDEECDFFDFEEEFFFFFEEEGGGGHHHHGGGGHHHH,.......x..x.....x...........x....x...........x.....x..........x.,0,8x8 equal area,False
puzzle_13531,8,AAAAABBBAAACCBBBDDDECCBBDDDECCFFDDEECCFFGGEEHHFFGGGEHHFFGGGEHHHH,ABBBBBBBAAACCDDBAAACCCDDAEECFFDDEEECFFDDEEECFFFGHHHHFGGGHHHHGGGG,...x..........x.....x...x.........x..........x.........x.x......,0,8x8 equal area,False
puzzle_14499,8,AABCCCCCAABBCCCDAABBDDDDAABEEEEDFFBBGEEDFFGGGEEDFFGGHHHHFFGGHHHH,AAABBBCCAAABBBCCDDAABBCCDDEEEECFDDEEEECFDDGGHHFFGGGHHHFFGGGHHHFF,...x...........x..x.....x...........x.........x..x...........x..,0,8x8 equal area,False
puzzle_14775,8,AAABBBCCAAABBBCCDAABBCCCDEEEEEFCDEEEFFFFDGGGFFHHDDGGFHHHDDGGGHHH,AABBCCCCAABBCCCCABBBDDDDABEEEDDDAAEEEDFFGGEEFFFFGGGHHHHFGGGHHHHF,.....x....x...........x.x..........x.....x..........x..........x,0,8x8 equal area,False
puzzle_15452,8,ABBBCCCCAABBBCCCAABDBCEEAADDDDDEAFFDFDEEFFFFFGEEHHHHGGGEHHHHGGGG,AAABBBCCAAAAABCCDDEEEBCCDDDEEBCCFDDEEBGGFDHHEBGGFFFHHHGGFFFHHHGG,.x...........x.........x..x.....x...........x.........x....x....,0,8x8 equal area,False
puzzle_18033,8,AAABBBBBAACCCBBBAACCCDDDACCEEDDDFFEEGHDDFFEEGHHHFFEEGGHHFFGGGGHH,AAABBBCCAABBBBCCAAABDCCCEEEDDCFFEEEDDFFFEEDDDFFFGGGGGHHHGGGHHHHH,..x..........x.........x.x.........x..........x.x...........x...,0,8x8 equal area,False
puzzle_18186,8,AAAAAAAABBCDEEEEBBCDDDEEBBCCDDEEBBCCDDFFGGCCHFFFGGGHHHFFGGGHHHHF,AAABBCCCAAABCCDCAAEBCCDDEEEBBFDDEEBBFFDDEFFFFFDGEHHHGGGGHHHHHGGG,...x...........xx.........x.........x.........x..x...........x..,0,8x8 equal area,False
puzzle_18849,8,AAAAABCCAAADBBBCEEDDBBBCEEDDFBCCEEDDFCCFEEDFFFFFGGGGGGHHGGHHHHHH,AABBBCCCAABBBBCCAADDDBCCAADDDEECFFFDDEEGHFFEEEGGHHFFFEGGHHHHHGGG,...x...........x....x...x.........x..........x...x............x.,0,8x8 equal area,False
puzzle_21414,8,AAABBBBBAACBBBDDAACCDDDDEACCDFFFEEECDFFFEEGCCHFFEEGGHHHHGGGGGHHH,AABBBBCCAABBBDCCAABEDDCCAAEEDDCCEEEEDFGGEHHDDFGGHHHFFFGGHHHFFFGG,..x..........x.........xx..........x..........x.....x....x......,0,8x8 equal area,False
puzzle_22424,8,AAAABBBBAAAABBBBCDDDDDEFCGGDDEEFCGGGDEEFCCGGEEEFCCHGHHFFCHHHHHFF,AABBBBCCAAABBCCCAAABDDCCEEEBFDDCEEEFFFDDEEFFFFDDGGGGHHHHGGGGHHHH,...x.........x..x...........x....x............x...x............x,0,8x8 equal area,False
puzzle_26549,8,AAAABBCCAAABBBCCADDBBBECDDDEEEECDDDEEEFCGGGHHHFCGGGHHFFFGGHHHFFF,ABBBBBCCAAABBBCCDAAECCCCDAAEEEFFDDEEEFFFDDDDEGGFHHHGGGGFHHHHHGGF,..x............x...x.....x...........x..x.............x.....x...,0,8x8 equal area,False
puzzle_27589,8,AAABBBBBAAACBBDBEAACFFDDEECCCFDDECCCFFDDEGGFFFHDEGGGHHHHEEGGGHHH,ABBBCCCCAABBCCCCAABBDDDDAEEBDDDDAEEEEEFFAGGHHEFFGGGHHHFFGGGHHHFF,......x...x.........x...x..........x...........x.x...........x..,0,8x8 equal area,False
puzzle_27801,8,AAAABBBBAACABBBDACCCBDDDEECCFDDDEECCFGGDEEHHFGGGEEHHFGGGHHHHFFFF,ABBBCCCCABBBDDCCAABBDDCCAAEDDDDFAAEGGGGFHHEEEGGFHHEEEGGFHHHHFFFF,......x..x...........x..x..........x...........x....x.....x.....,0,8x8 equal area,False
puzzle_28591,8,AAABBBCCAAABBBCCDAABBCCCDEEEECFFDDDEEFFFDDGEEFFFDGGGHHHHGGGGHHHH,AAABBBBBCAAAABBBCCCADEEEFCCDDEEEFFCDDGEEFFCDDGGGFFHHDHGGFHHHHHGG,...x.....x............x.....x.....x............x.....x..x.......,0,8x8 equal area,False
puzzle_28596,8,AAABBCDDAABBBCDDAABBBCDDAEEECCDDEEEECCFFEGGHHCFFGGGHHHFFGGGHHHFF,AAAABBBBAACDBBBBAACDDDDEFCCDDDEEFFCCCCEEFFFGHEEEFGGGHHHHFGGGGHHH,...x...........x.....x..x.........x...........x.....x....x......,0,8x8 equal area,False
